azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6
181.677,69.02,60.1,4.9,1.872,182.378,69.013,60.6,4.9,1.871,183.101,69.003,60.9,4.8,1.867,183.78,68.991,60.8,4.9,1.864,184.425,68.977,61.2,5.0,1.861,185.102,68.961,61.8,4.8,1.863,185.832,68.94,62.0,4.6,1.861
182.378,69.013,60.6,4.9,1.871,183.101,69.003,60.9,4.8,1.867,183.78,68.991,60.8,4.9,1.864,184.425,68.977,61.2,5.0,1.861,185.102,68.961,61.8,4.8,1.863,185.832,68.94,62.0,4.6,1.861,186.507,68.919,60.6,4.5,1.857
183.101,69.003,60.9,4.8,1.867,183.78,68.991,60.8,4.9,1.864,184.425,68.977,61.2,5.0,1.861,185.102,68.961,61.8,4.8,1.863,185.832,68.94,62.0,4.6,1.861,186.507,68.919,60.6,4.5,1.857,187.169,68.896,59.6,4.8,1.859
183.78,68.991,60.8,4.9,1.864,184.425,68.977,61.2,5.0,1.861,185.102,68.961,61.8,4.8,1.863,185.832,68.94,62.0,4.6,1.861,186.507,68.919,60.6,4.5,1.857,187.169,68.896,59.6,4.8,1.859,187.841,68.87,58.2,5.2,1.853
184.425,68.977,61.2,5.0,1.861,185.102,68.961,61.8,4.8,1.863,185.832,68.94,62.0,4.6,1.861,186.507,68.919,60.6,4.5,1.857,187.169,68.896,59.6,4.8,1.859,187.841,68.87,58.2,5.2,1.853,188.566,68.84,58.6,5.1,1.852
185.102,68.961,61.8,4.8,1.863,185.832,68.94,62.0,4.6,1.861,186.507,68.919,60.6,4.5,1.857,187.169,68.896,59.6,4.8,1.859,187.841,68.87,58.2,5.2,1.853,188.566,68.84,58.6,5.1,1.852,189.235,68.809,59.5,5.0,1.853
185.832,68.94,62.0,4.6,1.861,186.507,68.919,60.6,4.5,1.857,187.169,68.896,59.6,4.8,1.859,187.841,68.87,58.2,5.2,1.853,188.566,68.84,58.6,5.1,1.852,189.235,68.809,59.5,5.0,1.853,189.88,68.777,59.7,4.8,1.851
186.507,68.919,60.6,4.5,1.857,187.169,68.896,59.6,4.8,1.859,187.841,68.87,58.2,5.2,1.853,188.566,68.84,58.6,5.1,1.852,189.235,68.809,59.5,5.0,1.853,189.88,68.777,59.7,4.8,1.851,190.556,68.742,59.6,4.8,1.85
187.169,68.896,59.6,4.8,1.859,187.841,68.87,58.2,5.2,1.853,188.566,68.84,58.6,5.1,1.852,189.235,68.809,59.5,5.0,1.853,189.88,68.777,59.7,4.8,1.851,190.556,68.742,59.6,4.8,1.85,191.273,68.701,59.8,4.8,1.848
187.841,68.87,58.2,5.2,1.853,188.566,68.84,58.6,5.1,1.852,189.235,68.809,59.5,5.0,1.853,189.88,68.777,59.7,4.8,1.851,190.556,68.742,59.6,4.8,1.85,191.273,68.701,59.8,4.8,1.848,191.934,68.662,60.2,4.7,1.844
188.566,68.84,58.6,5.1,1.852,189.235,68.809,59.5,5.0,1.853,189.88,68.777,59.7,4.8,1.851,190.556,68.742,59.6,4.8,1.85,191.273,68.701,59.8,4.8,1.848,191.934,68.662,60.2,4.7,1.844,192.571,68.621,60.4,4.5,1.842
189.235,68.809,59.5,5.0,1.853,189.88,68.777,59.7,4.8,1.851,190.556,68.742,59.6,4.8,1.85,191.273,68.701,59.8,4.8,1.848,191.934,68.662,60.2,4.7,1.844,192.571,68.621,60.4,4.5,1.842,193.238,68.576,60.5,4.5,1.841
189.88,68.777,59.7,4.8,1.851,190.556,68.742,59.6,4.8,1.85,191.273,68.701,59.8,4.8,1.848,191.934,68.662,60.2,4.7,1.844,192.571,68.621,60.4,4.5,1.842,193.238,68.576,60.5,4.5,1.841,193.923,68.528,61.1,4.4,1.842
190.556,68.742,59.6,4.8,1.85,191.273,68.701,59.8,4.8,1.848,191.934,68.662,60.2,4.7,1.844,192.571,68.621,60.4,4.5,1.842,193.238,68.576,60.5,4.5,1.841,193.923,68.528,61.1,4.4,1.842,194.595,68.478,61.4,4.3,1.842
191.273,68.701,59.8,4.8,1.848,191.934,68.662,60.2,4.7,1.844,192.571,68.621,60.4,4.5,1.842,193.238,68.576,60.5,4.5,1.841,193.923,68.528,61.1,4.4,1.842,194.595,68.478,61.4,4.3,1.842,195.212,68.43,61.3,4.4,1.838
191.934,68.662,60.2,4.7,1.844,192.571,68.621,60.4,4.5,1.842,193.238,68.576,60.5,4.5,1.841,193.923,68.528,61.1,4.4,1.842,194.595,68.478,61.4,4.3,1.842,195.212,68.43,61.3,4.4,1.838,195.869,68.376,61.2,4.3,1.84
192.571,68.621,60.4,4.5,1.842,193.238,68.576,60.5,4.5,1.841,193.923,68.528,61.1,4.4,1.842,194.595,68.478,61.4,4.3,1.842,195.212,68.43,61.3,4.4,1.838,195.869,68.376,61.2,4.3,1.84,196.553,68.317,60.6,4.5,1.84
193.238,68.576,60.5,4.5,1.841,193.923,68.528,61.1,4.4,1.842,194.595,68.478,61.4,4.3,1.842,195.212,68.43,61.3,4.4,1.838,195.869,68.376,61.2,4.3,1.84,196.553,68.317,60.6,4.5,1.84,197.203,68.259,59.6,4.8,1.839
193.923,68.528,61.1,4.4,1.842,194.595,68.478,61.4,4.3,1.842,195.212,68.43,61.3,4.4,1.838,195.869,68.376,61.2,4.3,1.84,196.553,68.317,60.6,4.5,1.84,197.203,68.259,59.6,4.8,1.839,198.014,68.183,59.2,4.9,1.841
194.595,68.478,61.4,4.3,1.842,195.212,68.43,61.3,4.4,1.838,195.869,68.376,61.2,4.3,1.84,196.553,68.317,60.6,4.5,1.84,197.203,68.259,59.6,4.8,1.839,198.014,68.183,59.2,4.9,1.841,198.188,68.166,59.1,4.9,1.842
195.212,68.43,61.3,4.4,1.838,195.869,68.376,61.2,4.3,1.84,196.553,68.317,60.6,4.5,1.84,197.203,68.259,59.6,4.8,1.839,198.014,68.183,59.2,4.9,1.841,198.188,68.166,59.1,4.9,1.842,199.084,68.077,59.5,4.8,1.838
195.869,68.376,61.2,4.3,1.84,196.553,68.317,60.6,4.5,1.84,197.203,68.259,59.6,4.8,1.839,198.014,68.183,59.2,4.9,1.841,198.188,68.166,59.1,4.9,1.842,199.084,68.077,59.5,4.8,1.838,213.6,65.892,60.4,4.4,1.742
196.553,68.317,60.6,4.5,1.84,197.203,68.259,59.6,4.8,1.839,198.014,68.183,59.2,4.9,1.841,198.188,68.166,59.1,4.9,1.842,199.084,68.077,59.5,4.8,1.838,213.6,65.892,60.4,4.4,1.742,213.763,65.859,60.6,4.4,1.74
